A,B,C,D,E
RFSD02846,4038105918,19764279,1,Running
RFSD02847,4038105749,19764280,1,Running
RFSD02849,4038095260,19764282,1,Running
RFSD02850,4038100368,19764283,1,Running
RFSD02851,4038082494,19764284,1,Running
RFSD02852,4038095294,19764285,1,Running
RFSD02853,4038095245,19764286,1,Running
RFSD02854,4038101552,19764287,1,Running
RFSD02855,4038095230,19764288,1,Running
RFSD02856,4038105755,19764289,1,Running
RFSD02858,4038095092,19764291,1,Running
RFSD02859,4038082591,19764292,1,Running
RFSD02860,4038105742,19764293,1,Running
RFSD02861,4038095158,19764294,1,Running
RFSD02862,4046638042,19776578,1,Running
RFSD02863,4038095160,19764296,1,Running
RFSD02864,4038105761,19764297,1,Running
RFSD02865,4038105682,19764298,1,Running
RFSD02866,4038095154,19764299,1,Running
RFSD02867,4038095221,19764300,1,Running
RFSD02868,4038095298,19764301,1,Running
RFSD02869,4038101468,19764302,1,Running
RFSD02870,4038101526,19764303,1,Running
RFSD02871,4038083590,19764304,1,Running
RFSD02872,4038101558,19764305,1,Running
RFSD02873,4038095102,19764306,1,Running
RFSD02874,4038105886,19764307,1,Running
RFSD02875,4038094378,19764308,1,Running
RFSD02877,4038101122,19764310,1,Running
RFSD02878,4038101518,19764311,1,Running
RFSD02879,4038082446,19764312,1,Running
RFSD02880,4038095097,19764313,1,Running
RFSD02881,4038101536,19764314,1,Running
RFSD02882,4038101551,19764315,1,Running
RFSD02883,4038105927,19764316,1,Running
RFSD02884,4038105758,19764317,1,Running
RFSD02885,4038105900,19764318,1,Running
RFSD02886,4038105910,19764319,1,Running
RFSD02887,4038105914,19764320,1,Running
RFSD02888,4038101574,19764321,1,Running
RFSD02890,4038105896,19764323,1,Running
RFSD02891,4038095106,19764324,1,Running
RFSD02892,4038105700,19764325,1,Running
RFSD02893,4038105906,19764326,1,Running
RFSD02894,4038105683,19764327,1,Running
RFSD02895,4038082596,19764328,1,Running
RFSD02896,4038105897,19764329,1,Running
RFSD02897,4038101618,19764330,1,Running
RFSD02898,4038105912,19764331,1,Running
RFSD02899,4038101881,19764332,1,Running
RFSD02900,4038105690,19764333,1,Running
RFSD02901,4038105909,19764334,1,Running
RFSD02902,4038105652,19764335,1,Running
RFSD02903,4038105922,19764336,1,Running
RFSD02904,4038095013,19764337,1,Running
RFSD02905,4038095299,19764338,1,Running
RFSD02906,4038095238,19764339,1,Running
RFSD02907,4038095215,19764340,1,Running
RFSD02908,4038101625,19764341,1,Running
RFSD02909,4038101613,19764342,1,Running
RFSD02910,4038105915,19764343,1,Running
RFSD02911,4038095114,19764344,1,Running
RFSD02912,4038101560,19764345,1,Running
RFSD02913,4038101904,19764346,1,Running
RFSD02914,4038101858,19764347,1,Running
RFSD02915,4038082606,19764348,1,Running
RFSD02916,4038101865,19764349,1,Running
RFSD02917,4038101933,19764350,1,Running
RFSD02918,4038100292,19764351,1,Running
RFSD02919,4038101875,19764352,1,Running
RFSD02920,4038105917,19764353,1,Running
RFSD02921,4038095304,19764354,1,Running
RFSD02922,4038083462,19764355,1,Running
RFSD02923,4038095292,19764356,1,Running
RFSD02924,4038100298,19764357,1,Running
RFSD02925,4038100283,19764358,1,Running
RFSD02927,4038101553,19764360,1,Running
RFSD02928,4038105649,19764361,1,Running
RFSD02929,4038100284,19764362,1,Running
RFSD02930,4038101891,19764363,1,Running
RFSD02931,4038101899,19764364,1,Running
RFSD02932,4038101532,19764365,1,Running
RFSD02933,4038100308,19764366,1,Running
RFSD02934,4038100263,19764367,1,Running
RFSD02935,4038100359,19764368,1,Running
RFSD02936,4038105807,19764369,1,Running
RFSD02938,4038101921,19764371,1,Running
RFSD02939,4038082614,19764372,1,Running
RFSD02940,4038083601,19764373,1,Running
RFSD02941,4038100367,19764374,1,Running
RFSD02942,4038101775,19764375,1,Running
RFSD02943,4038101919,19764376,1,Running
RFSD02944,4038095176,19764377,1,Running
RFSD02945,4038101431,19764378,1,Running
RFSD02946,4038082179,19764379,1,Running
RFSD02947,4038100303,19764380,1,Running
RFSD02948,4038094990,19764381,1,Running
RFSD02949,4038082612,19764382,1,Running
RFSD02950,4038094969,19764383,1,Running
RFSD02951,4038083057,19764384,1,Running
RFSD02952,4038105769,19764385,1,Running
RFSD02953,4038095269,19764386,1,Running
RFSD02954,4038082601,19764387,1,Running
RFSD02955,4038082585,19764388,1,Running
RFSD02956,4038101555,19764389,1,Running
RFSD02957,4038105908,19764390,1,Running
RFSD02959,4038082189,19764392,1,Running
RFSD02960,4038101459,19764393,1,Running
RFSD02962,4038082604,19764395,1,Running
RFSD02963,4038082708,19764396,1,Running
RFSD02964,4038105672,19764397,1,Running
RFSD02965,4038082921,19764398,1,Running
RFSD02966,4038083078,19764399,1,Running
RFSD02967,4038083478,19764400,1,Running
RFSD02968,4038082223,19764401,1,Running
RFSD02969,4038105920,19764402,1,Running
RFSD02970,4038082229,19764403,1,Running
RFSD02971,4038083586,19764404,1,Running
RFSD02972,4038101548,19764405,1,Running
RFSD02973,4038101584,19764406,1,Running
RFSD02974,4038101515,19764407,1,Running
RFSD02975,4038083081,19764408,1,Running
RFSD02976,4038083043,19764409,1,Running
RFSD02977,4038083714,19764410,1,Running
RFSD02978,4038105888,19764411,1,Running
RFSD02979,4038083116,19764412,1,Running
RFSD02980,4038095217,19764413,1,Running
RFSD02981,4038101599,19764414,1,Running
RFSD02982,4038094986,19764415,1,Running
RFSD02983,4038101582,19764416,1,Running
RFSD02984,4038101545,19764417,1,Running
RFSD02985,4038101510,19764418,1,Running
RFSD02986,4038093991,19764419,1,Running
RFSD02987,4038094753,19764420,1,Running
RFSD02988,4038100299,19764421,1,Running
RFSD02990,4038102031,19764423,1,Running
RFSD02991,4038101511,19764424,1,Running
RFSD02992,4038101909,19764425,1,Running
RFSD02993,4038101141,19764426,1,Running
RFSD02994,4038101037,19764427,1,Running
RFSD02995,4038101181,19764428,1,Running
RFSD02996,4038105894,19764429,1,Running
RFSD02997,4038101550,19764430,1,Running
RFSD02998,4038101593,19764431,1,Running
RFSD02999,4038105676,19764432,1,Running
RFSD03000,4038100305,19764433,1,Running
RFSD03001,4038101612,19764434,1,Running
RFSD03003,4038101519,19764436,1,Running
RFSD03004,4038095178,19764437,1,Running
RFSD03005,4038105903,19764438,1,Running
RFSD03006,4038101495,19764439,1,Running
RFSD03007,4038101547,19764440,1,Running
RFSD03008,4038082183,19764441,1,Running
RFSD03009,4038101496,19764442,1,Running
RFSD03010,4038101516,19764443,1,Running
RFSD03011,4038101533,19764444,1,Running
RFSD03012,4038102296,19764445,1,Running
RFSD03013,4038093962,19764446,1,Running
RFSD03014,4038101540,19764447,1,Running
RFSD03015,4038101520,19764448,1,Running
RFSD03016,4038082698,19764449,1,Running
RFSD03017,4038105696,19764450,1,Running
RFSD03018,4038101538,19764451,1,Running
RFSD03019,4038105689,19764452,1,Running
RFSD03020,4038101534,19764453,1,Running
RFSD03021,4038101573,19764454,1,Running
RFSD03022,4038105585,19764455,1,Running
RFSD03023,4038082634,19764456,1,Running
RFSD03024,4038095001,19764457,1,Running
RFSD03025,4038105641,19764458,1,Running
RFSD03026,4038094352,19764459,1,Running
RFSD03027,4038105666,19764460,1,Running
RFSD03028,4042474107,19775954,1,Running
RFSD03029,4038093967,19764462,1,Running
RFSD03030,4038101603,19764463,1,Running
RFSD03031,4038102272,19764464,1,Running
RFSD03032,4038100302,19764465,1,Running
RFSD03033,4038082701,19764466,1,Running
RFSD03035,4038082595,19764468,1,Running
RFSD03036,4038105818,19764469,1,Running
RFSD03037,4038101125,19764470,1,Running
RFSD03038,4038102282,19764471,1,Running
RFSD03039,4038093901,19764472,1,Running
RFSD03040,4038100291,19764473,1,Running
RFSD03041,4038101563,19764474,1,Running
RFSD03042,4038100955,19764475,1,Running
RFSD03043,4038102321,19764476,1,Running
RFSD03044,4038101175,19764477,1,Running
RFSD03045,4038094324,19764478,1,Running
RFSD03046,4038101523,19764479,1,Running
RFSD03047,4038102269,19764480,1,Running
RFSD03048,4038082724,19764481,1,Running
RFSD03049,4038093969,19764482,1,Running
RFSD03050,4038093951,19764483,1,Running
RFSD03051,4038093910,19764484,1,Running
RFSD03052,4038100365,19764485,1,Running
RFSD03053,4038093889,19764486,1,Running
RFSD03054,4038093995,19764487,1,Running
RFSD03055,4038094362,19764488,1,Running
RFSD03056,4038101568,19764489,1,Running
RFSD03057,4038094723,19764490,1,Running
RFSD03058,4038101129,19764491,1,Running
RFSD03059,4038094339,19764492,1,Running
RFSD03060,4038092270,19764493,1,Running
RFSD03061,4038093902,19764494,1,Running
RFSD03062,4038093952,19764495,1,Running
RFSD03063,4038093917,19764496,1,Running
RFSD03064,4038083065,19764497,1,Running
RFSD03065,4038101149,19764498,1,Running
RFSD03066,4038094743,19764499,1,Running
RFSD03067,4038094360,19764500,1,Running
RFSD03069,4038094332,19764502,1,Running
RFSD03070,4038101840,19764503,1,Running
RFSD03071,4038093908,19764504,1,Running
RFSD03072,4038083075,19764505,1,Running
RFSD03073,4038093884,19764506,1,Running
RFSD03074,4038093979,19764507,1,Running
RFSD03075,4038093975,19764508,1,Running
RFSD03076,4038092297,19764509,1,Running
RFSD03077,4038094761,19764510,1,Running
RFSD03078,4038093989,19764511,1,Running
RFSD03079,4038093982,19764512,1,Running
RFSD03080,4038101554,19764513,1,Running
RFSD03081,4038094320,19764514,1,Running
RFSD03082,4038093994,19764515,1,Running
RFSD03083,4038101157,19764516,1,Running
RFSD03084,4038105589,19764517,1,Running
RFSD03085,4038102270,19764518,1,Running
RFSD03086,4038103154,19764519,1,Running
RFSD03087,4038093987,19764520,1,Running
RFSD03088,4038094966,19764521,1,Running
RFSD03089,4038101535,19764522,1,Running
RFSD03090,4038094967,19764523,1,Running
RFSD03091,4038101542,19764524,1,Running
RFSD03093,4038083062,19764526,1,Running
RFSD03094,4038101626,19764527,1,Running
RFSD03095,4038101498,19764528,1,Running
RFSD03096,4038083131,19764529,1,Running
RFSD03097,4038101517,19764530,1,Running
RFSD03098,4038094337,19764531,1,Running
RFSD03099,4038100351,19764532,1,Running
RFSD03101,4038094340,19764534,1,Running
RFSD03103,4038094323,19764536,1,Running
RFSD03104,4038082621,19764537,1,Running
RFSD03106,4038093900,19764539,1,Running
RFSD03107,4038102289,19764540,1,Running
RFSD03108,4038083051,19764541,1,Running
RFSD03109,4038102559,19764542,1,Running
RFSD03110,4038105767,19764543,1,Running
RFSD03111,4038082627,19764544,1,Running
RFSD03112,4038094907,19764545,1,Running
RFSD03113,4038094490,19764546,1,Running
RFSD03114,4038094326,19764547,1,Running
RFSD03115,4038083377,19764548,1,Running
RFSD03116,4038101583,19764549,1,Running
RFSD03117,4038101676,19764550,1,Running
RFSD03118,4038101562,19764551,1,Running
RFSD03119,4038094882,19764552,1,Running
RFSD03120,4038101590,19764553,1,Running
RFSD03121,4038094003,19764554,1,Running
RFSD03122,4038094916,19764555,1,Running
RFSD03124,4038101591,19764557,1,Running
RFSD03125,4038094336,19764558,1,Running
RFSD03127,4038105579,19764560,1,Running
RFSD03128,4038101176,19764561,1,Running
RFSD03129,4038103155,19764562,1,Running
RFSD03130,4038094698,19764563,1,Running
RFSD03131,4038105771,19764564,1,Running
RFSD03132,4038101525,19764565,1,Running
RFSD03134,4038105670,19764567,1,Running
RFSD03135,4038105762,19764568,1,Running
RFSD03136,4038101123,19764569,1,Running
RFSD03137,4038105763,19764570,1,Running
RFSD03138,4038105665,19764571,1,Running
RFSD03139,4038105639,19764572,1,Running
RFSD03140,4038093953,19764573,1,Running
RFSD03141,4038094409,19764574,1,Running
RFSD03142,4038102298,19764575,1,Running
RFSD03143,4038105659,19764576,1,Running
RFSD03144,4038101490,19764577,1,Running
RFSD03145,4038105667,19764578,1,Running
RFSD03146,4038094115,19764579,1,Running
RFSD03147,4038086529,19764580,1,Running
RFSD03150,4038103068,19764583,1,Running
RFSD03151,4038105765,19764584,1,Running
RFSD03152,4038101506,19764585,1,Running
RFSD03153,4038103208,19764586,1,Running
RFSD03154,4038093983,19764587,1,Running
RFSD03156,4038105655,19764589,1,Running
RFSD03157,4038102118,19764590,1,Running
RFSD03158,4038102142,19764591,1,Running
RFSD03159,4038102139,19764592,1,Running
RFSD03161,4038094781,19764594,1,Running
RFSD03162,4038105642,19764595,1,Running
RFSD03163,4038094330,19764596,1,Running
RFSD03164,4038101131,19764597,1,Running
RFSD03165,4038102108,19764598,1,Running
RFSD03166,4038105759,19764599,1,Running
RFSD03168,4038101021,19764601,1,Running
RFSD03170,4038101854,19764603,1,Running
RFSD03171,4038083049,19764604,1,Running
RFSD03172,4038094222,19764605,1,Running
RFSD03173,4038100221,19764606,1,Running
RFSD03174,4038105661,19764607,1,Running
RFSD03175,4038101151,19764608,1,Running
RFSD03176,4038101033,19764609,1,Running
RFSD03177,4038102148,19764610,1,Running
RFSD03178,4038100240,19764611,1,Running
RFSD03179,4038103216,19764612,1,Running
RFSD03180,4038094355,19764613,1,Running
RFSD03181,4038102140,19764614,1,Running
RFSD03182,4038101145,19764615,1,Running
RFSD03183,4038102132,19764616,1,Running
RFSD03184,4038101577,19764617,1,Running
RFSD03185,4038101594,19764618,1,Running
RFSD03186,4038101544,19764619,1,Running
RFSD03187,4038083481,19764620,1,Running
RFSD03188,4038105766,19764621,1,Running
RFSD03189,4038092304,19764622,1,Running
RFSD03190,4038083468,19764623,1,Running
RFSD03191,4038101567,19764624,1,Running
RFSD03192,4038101158,19764625,1,Running
RFSD03193,4038093911,19764626,1,Running
RFSD03194,4038094209,19764627,1,Running
RFSD03195,4038105663,19764628,1,Running
RFSD03196,4038082705,19764629,1,Running
RFSD03198,4038103244,19764631,1,Running
RFSD03199,4038102585,19764632,1,Running
RFSD03200,4038094721,19764633,1,Running
RFSD03201,4038102133,19764634,1,Running
RFSD03202,4038102146,19764635,1,Running
RFSD03203,4038102574,19764636,1,Running
RFSD03204,4038101171,19764637,1,Running
RFSD03205,4038102504,19764638,1,Running
RFSD03207,4038103136,19764640,1,Running
RFSD03208,4038093883,19764641,1,Running
RFSD03209,4038094752,19764642,1,Running
RFSD03210,4038102362,19764643,1,Running
RFSD03211,4038105768,19764644,1,Running
RFSD03212,4038093717,19764645,1,Running
RFSD03213,4038102104,19764646,1,Running
RFSD03214,4038102589,19764647,1,Running
RFSD03215,4038102562,19764648,1,Running
RFSD03216,4038086537,19764649,1,Running
RFSD03218,4038102526,19764651,1,Running
RFSD03219,4038102507,19764652,1,Running
RFSD03220,4038105669,19764653,1,Running
RFSD03221,4038103129,19764654,1,Running
RFSD03223,4038103123,19764656,1,Running
RFSD03224,4038093888,19764657,1,Running
RFSD03225,4038102534,19764658,1,Running
RFSD03226,4038102136,19764659,1,Running
RFSD03227,4038103127,19764660,1,Running
RFSD03228,4038093892,19764661,1,Running
RFSD03229,4038102128,19764662,1,Running
RFSD03230,4038102542,19764663,1,Running
RFSD03231,4038103242,19764664,1,Running
RFSD03232,4038095147,19764665,1,Running
RFSD03233,4038101569,19764666,1,Running
RFSD03234,4038094747,19764667,1,Running
RFSD03235,4038102376,19764668,1,Running
RFSD03236,4038082245,19764669,1,Running
RFSD03237,4038102577,19764670,1,Running
RFSD03238,4038094780,19764671,1,Running
RFSD03239,4038094565,19764672,1,Running
RFSD03240,4038094229,19764673,1,Running
RFSD03241,4038094581,19764674,1,Running
RFSD03242,4038102382,19764675,1,Running
RFSD03243,4038102508,19764676,1,Running
RFSD03244,4038105674,19764677,1,Running
RFSD03245,4038103243,19764678,1,Running
RFSD03246,4038102499,19764679,1,Running
RFSD03247,4038103075,19764680,1,Running
RFSD03248,4038101108,19764681,1,Running
RFSD03249,4038094744,19764682,1,Running
RFSD03250,4038094578,19764683,1,Running
RFSD03251,4038094570,19764684,1,Running
RFSD03252,4038093959,19764685,1,Running
RFSD03253,4038094651,19764686,1,Running
RFSD03254,4038094764,19764687,1,Running
RFSD03255,4038101270,19764688,1,Running
RFSD03256,4038094344,19764689,1,Running
RFSD03259,4038094750,19764692,1,Running
RFSD03260,4038105752,19764693,1,Running
RFSD03261,4038094778,19764694,1,Running
RFSD03262,4038094769,19764695,1,Running
RFSD03263,4038100232,19764696,1,Running
RFSD03264,4038094335,19764697,1,Running
RFSD03265,4038094777,19764698,1,Running
RFSD03267,4038100203,19764700,1,Running
RFSD03268,4038105662,19764701,1,Running
RFSD03269,4038103241,19764702,1,Running
RFSD03270,4038101318,19764703,1,Running
RFSD03271,4038103063,19764704,1,Running
RFSD03272,4038102156,19764705,1,Running
RFSD03273,4038100233,19764706,1,Running
RFSD03274,4038102385,19764707,1,Running
RFSD03275,4038101148,19764708,1,Running
RFSD03276,4038083575,19764709,1,Running
RFSD03277,4038102447,19764710,1,Running
RFSD03278,4038102295,19764711,1,Running
RFSD03279,4038102370,19764712,1,Running
RFSD03280,4038093904,19764713,1,Running
RFSD03281,4038093954,19764714,1,Running
RFSD03284,4038101447,19764717,1,Running
RFSD03286,4038094981,19764719,1,Running
RFSD03287,4038101585,19764720,1,Running
RFSD03288,4038102120,19764721,1,Running
RFSD03289,4038102150,19764722,1,Running
RFSD03290,4038103252,19764723,1,Running
RFSD03291,4038100224,19764724,1,Running
RFSD03292,4038103040,19764725,1,Running
RFSD03294,4038103219,19764727,1,Running
RFSD03295,4038102092,19764728,1,Running
RFSD03296,4038102130,19764729,1,Running
RFSD03298,4038102158,19764731,1,Running
RFSD03300,4038102099,19764733,1,Running
RFSD03301,4038103152,19764734,1,Running
RFSD03302,4038101312,19764735,1,Running
RFSD03303,4038102357,19764736,1,Running
RFSD03304,4038103161,19764737,1,Running
RFSD03305,4038102453,19764738,1,Running
RFSD03306,4038102152,19764739,1,Running
RFSD03307,4038102291,19764740,1,Running
RFSD03308,4038105756,19764741,1,Running
RFSD03309,4038100194,19764742,1,Running
RFSD03310,4038103142,19764743,1,Running
RFSD03311,4038103253,19764744,1,Running
RFSD03312,4038102278,19764745,1,Running
RFSD03313,4038102432,19764746,1,Running
RFSD03315,4038103160,19764748,1,Running
RFSD03316,4038103191,19764749,1,Running
RFSD03318,4038100627,19764751,1,Running
RFSD03319,4038102436,19764752,1,Running
RFSD03320,4038102568,19764753,1,Running
RFSD03321,4038101965,19764754,1,Running
RFSD03322,4038102285,19764755,1,Running
RFSD03323,4038100288,19764756,1,Running
RFSD03325,4038102458,19764758,1,Running
RFSD03326,4038094779,19764759,1,Running
RFSD03327,4038103131,19764760,1,Running
RFSD03328,4038103090,19764761,1,Running
RFSD03331,4038102532,19764764,1,Running
RFSD03332,4038103141,19764765,1,Running
RFSD03333,4038102153,19764766,1,Running
RFSD03335,4038101308,19764768,1,Running
RFSD03336,4038094745,19764769,1,Running
RFSD03337,4038103113,19764770,1,Running
RFSD03338,4038103201,19764771,1,Running
RFSD03339,4038103197,19764772,1,Running
RFSD03340,4038102365,19764773,1,Running
RFSD03341,4038105751,19764774,1,Running
RFSD03342,4038103138,19764775,1,Running
RFSD03343,4038102144,19764776,1,Running
RFSD03344,4038102451,19764777,1,Running
RFSD03345,4038103151,19764778,1,Running
RFSD03346,4038102122,19764779,1,Running
RFSD03347,4038102500,19764780,1,Running
RFSD03348,4038083557,19764781,1,Running
