"Meter","Serial Number","Status","Address","City","Cycle","Collector","Service Latitude","Service Longitude","Module FW","Meter FW","Layer","LAst Billable","Hardware Model ID","DCW","Last Path"
"168168465","4029942972","Normal","231 APRIL DR","FLORIEN","09","ELIZABETH GAP",31.261425,-93.585648,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4029892248,4029942972"
"168171002","4029944819","Normal","244 APRIL DR","LEESVILLE","09","ZWOLLE GAP",31.262417,-93.584967,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,2155077257,4029944819"
"168073891","4036658604","Normal","148 MULBERRY DR","MANY","02","ZWOLLE GAP",31.389448,-93.621167,"251284-09.18","05.37",8,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,2155080033,2155077471,4036658604"
"168154480","4036643192","Normal","18 SEAGULL LN 2","MANY","02","MANY GAP",31.387898,-93.616583,"251284-09.18","05.37",8,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,2155080033,2155077471,4036643192"
"168169921","4029893547","Normal","220 FOXCROFT","MANY","02","ZWOLLE GAP",31.390757,-93.620748,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,2155080033,2155077471,4029893547"
"168156758","4029955206","Normal","135 PEBBLES LN LOT 3","FLORIEN","2","Raw Land 62 Gap",31.4132,-93.616718,"251284-09.18","05.37",8,08-APR-19,65563,"2001.09.15","2155074534,2155077723,2155077589,2155077670,2155077596,2155077208,4031707316,4036634950,4032211736,4029955206"
"168171934","4029947906","Normal","25 BREAM RD","LEESVILLE","09","ELIZABETH GAP",31.221795,-93.571355,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155070492,2155077833,2155077615,4036654651,4029947906"
"168153645","4036652749","Normal","329 FOXCROFT RD LOT 9","MANY","2","ZWOLLE GAP",31.39111,-93.622677,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,2155077653,2155077742,2155080033,4036652749"
"168058710","1343084472","Normal","702 ELIZABETH ST","MANY","10","MANY GAP",31.569158,-93.487972,"251581-09.18","05.34",3,07-DEC-18,65562,"1F0D.09.15","2155075654,4036654859,1343084472"
"168160369","4029951546","Normal","26 PELICAN LN","MANY","02","ZWOLLE GAP",31.386845,-93.616762,"251284-09.18","05.37",7,08-APR-19,65563,"2001.09.15","2155227859,2155837692,2155080033,4029951546"
"168146219","4036635317","Normal","816 N AVENUE J","CROWLEY","10","JACOB STREET",30.219772,-92.370893,"251284-09.18","05.37",6,21-FEB-19,65563,"2001.09.15","2155073545,4032319384,1085872787,4029947175,4029947066,4029946510,4036638858,4036648703,4036635317"
"168154470","4036643208","Normal","889 BLUEGILL LN","MANY","2","Raw Land 62 Gap",31.389722,-93.617075,"251284-09.18","05.37",6,08-APR-19,65563,"2001.09.15","2155238666,2155077257,2155076360,2155077456,2155077260,4036643208"
"168080414","4030134919","Normal","230 W ELIZA ST","OPELOUSAS","1","OPSC",30.542645,-92.083677,"251284-09.18","05.37",6,11-MAR-19,65563,"2001.09.15","2155073537,2155077417,4029910655,4029590587,4042569703,4032424509,4030134919"
"168075400","4029942432","Normal","297 CALEB ST","BREAUX BRIDGE","06","BREAUX BRIDGE GAP",30.287447,-91.916078,"251284-09.18","05.37",3,16-MAR-19,65563,"2001.09.15","2155074536,2155080032,4029942432"
"168098501","4029801544","Normal","125 BILLY BONES DR","FLORIEN","13","Old RAW LAND 62 GAP",31.2781,-93.56864,"251284-09.18","05.37",1,08-APR-19,65563,"2001.09.15","2155227859,4029801544"
"168074394","4036658634","Normal","300 VINE ST APT C4","WASHINGTON","08","OPSC",30.614567,-92.060923,"251284-09.18","05.37",6,06-MAR-19,65563,"2001.09.15","2155073537,2155075426,4036660758,4036658634"
"168156379","4029954938","Normal","618 W PULFORD ST","OPELOUSAS","02","OPSC",30.544412,-92.088323,"251284-09.18","05.37",6,19-MAR-19,65563,"2001.09.15","2155073535,4032016487,4029910272,4029954938"
"168178836","4029961849","Normal","107 PARKVIEW ST","MANSFIELD","05","MFSC",32.050253,-93.685795,"251284-09.18","05.37",6,05-APR-19,65563,"2001.09.15","2155073525,2155076174,2155076200,2155077388,4029944916,4029961849"
"168075827","4029957819","Normal","112 MARCIA ST","MANSFIELD","04","MFSC",32.034983,-93.68329,"251284-09.18","05.37",12,01-APR-19,65563,"2001.09.15","2155073532,2155076175,2155076227,4036656644,4029892665,4036656896,4029961995,4029957819"
"168066047","4029631596","Normal","LDY PANTHER SFTB","MERRYVILLE","13","RL 56",30.74221,-93.5382,"251284-09.18","05.37",5,27-FEB-19,65563,"2001.09.15","2155074515,2155076235,2155077351,2155077355,2155080877,2155080848,4029889953,4029885349,4032885231,4033056044,4029888343,4029631596"
"168138413","4036645468","Normal","3301 J B WALKER LDG LN LOT 20","MANY","13","ELIZABETH GAP",31.3429,-93.60888,"251284-09.18","05.37",5,07-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,4029945539,4036652012,4036645468"
"168180779","4029973628","Normal","1314 BERNARD ST","MANSFIELD","07","MFSC",32.035512,-93.692302,"251284-09.18","05.37",5,17-MAR-19,65563,"2001.09.15","2155073528,2155076188,2155076200,4029973767,4029973628"
"168075574","4029957891","Normal","699 ENTERPRISE PARKW WELL","BREAUX BRIDGE","15","BREAUX BRIDGE GAP",30.29819,-91.902732,"251284-09.18","05.37",3,04-APR-19,65563,"2001.09.15","2155074536,2155079998,4033146078,4029957891"
"168046823","4029506685","Normal","537 CHARLES ST","NEW IBERIA","14","NISC MW",30.000828,-91.81277,"251284-09.18","05.37",4,25-FEB-19,65563,"2001.09.15","2155073548,2155080858,4029534191,4029506685"
"168073862","4036658666","Normal","5791 HWY 191 & 174","CONVERSE","12","TOLEDO BEND GAP",31.771565,-93.771138,"251284-09.18","05.37",4,07-MAR-19,65563,"2001.09.15","2155075668,2155077629,2155077421,2155237526,4036658666"
"168189577","4029911499","Normal","756 GAUSE APT 1","SLIDELL","09","FR24--FrontSt.",30.284943,-89.773223,"251284-09.18","05.37",3,18-MAR-19,65563,"2001.09.15","2155077950,2155786236,4030227307,4029911499"
"168188720","4030144540","Normal","215 NORMANDY DR","SLIDELL","08","NORTH SLIDELL",30.298458,-89.766768,"251284-09.18","05.37",3,21-MAR-19,65563,"2001.09.15","2155077943,2155080656,4030144581,4030144540"
"168190913","4030161681","Normal","3281 REINE AVE","SLIDELL","12","FR24--FrontSt.",30.255305,-89.773597,"251284-09.18","05.37",4,17-FEB-19,65563,"2001.09.15","2155077947,2155080833,4030161681"
"168138439","4036638367","Normal","419 KEY WEST","FLORIEN","13","Raw Land 62 Gap",31.27543,-93.57323,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155227859,4036638367"
"168169287","4036656993","Normal","70 OVERTON ST","FLORIEN","13","ZWOLLE GAP",31.310975,-93.613247,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155077313,4029891322,4036656993"
"168043570","4029528593","Normal","603 DODSON ST","NEW IBERIA","7","NISC MW",30.012237,-91.804972,"251284-09.18","05.37",5,09-MAR-19,65563,"2001.09.15","2155073704,2155080844,4029945753,4036783641,4029531716,4029528593"
"168044075","4029528653","Normal","616 BROUSSARD ST","NEW IBERIA","15","NISC MW",29.996373,-91.81985,"251284-09.18","05.37",4,27-MAR-19,65563,"2001.09.15","2155073704,2155080858,4029522849,4029522780,4029505729,4029528653"
"168158746","4029910228","Normal","89 BAYWATER DR","MANY","01","HINESTON",31.416763,-93.665322,"251284-09.18","05.37",7,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,2155077500,2155077742,2155080033,4042417871,4036646952,4036638280,4036649066,4029910228"
"168173795","4036655518","Normal","63 OVERTON RD LOT 12","FLORIEN","13","ELIZABETH GAP",31.310482,-93.612858,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076336,2155077487,4036655518"
"168153066","4029892691","Normal","816 BOND RD","DEQUINCY","06","PENTON ROAD",30.442158,-93.424842,"251284-09.18","05.37",7,25-MAR-19,65563,"2001.09.15","2155073639,2155076193,4032016430,4029889267,4029892691"
"168207094","4030171486","Normal","2554 PELICAN CT","JEANERETTE","2","Patoutville",29.920183,-91.686032,"251284-09.18","05.37",2,15-MAY-18,65563,"2001.08.06","2155077952,4030168878,4030171486"
"168180034","4036656199","Normal","217 JOHNSON ALY","NEW IBERIA","05","NISC MW",30.010468,-91.814237,"251284-09.18","05.37",6,06-APR-19,65563,"2001.09.15","2155073534,2155082262,2155081180,4036342702,4030141715,4036656199"
"168195829","4030178756","Normal","170 SAINT MARTIN ST","FLORIEN","13","ELIZABETH GAP",31.27402,-93.57126,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,4030178756"
"168195709","4030178004","Normal","220 MARGARET ST APT 83","BREAUX BRIDGE","13","BREAUX BRIDGE GAP",30.26622,-91.90532,"251284-09.18","5.35",3,29-APR-18,65563,"2001.08.06","2155074536,4029907203,4032216853,4030178004"
"168157103","4029950633","Normal","465 STONEY CREEK","MANY","02","ZWOLLE GAP",31.4247,-93.676253,"251284-09.18","05.37",15,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,2155077500,2155077742,2155080033,4036641765,4036649412,2155077596,2155077764,2155077288,4029950633"
"168178586","4029972882","Normal","934 IBERIA ST","NEW IBERIA","02","HWY 675 _JEFF ISLAND",29.99971,-91.827193,"251284-09.18","05.37",7,08-APR-19,65563,"2001.09.15","2155073534,2155081205,4030238412,4029972882"
"168053493","1343884373","Normal","100 AVE D NIRC 32","NEW IBERIA","04","HWY 675 _JEFF ISLAND",30.04433,-91.87288,"251581-09.18","05.34",3,03-MAR-19,65562,"1F0D.09.15","2155073539,2155080050,1343061497,1343884373"
"168176002","4029976257","Normal","701 WEST AVE","NEW IBERIA","02","HWY 675 _JEFF ISLAND",30.009435,-91.833107,"251284-09.18","05.37",7,20-MAR-19,65563,"2001.09.15","2155073539,4031852646,4029977319,4029949445,4029976257"
"168066060","4029631698","Normal","BOISE BALL PARK","DEQUINCY","06","PENTON ROAD",30.44961,-93.44519,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155073551,2155074847,4036634259,4036649931,4036646880,4029631698"
"168181911","4029953833","Normal","355 HUNTINGTON DR","SLIDELL","08","NORTH SLIDELL",30.308897,-89.76109,"251284-09.18","05.37",4,07-APR-19,65563,"2001.09.15","2155077943,2155849369,4029953833"
"168046518","4029507807","Normal","126 W SAINT PETER ST APT C","NEW IBERIA","3","NISC MW",30.006098,-91.820022,"251284-09.18","05.37",4,26-MAR-19,65563,"2001.09.15","2155073548,2155080858,4030141729,4029953957,4029507807"
"168188302","4036667315","Normal","620 W ADMIRAL DOYLE DR APT 28","NEW IBERIA","5","HWY 675 _JEFF ISLAND",30.00335,-91.842148,"251284-09.18","05.37",2,06-MAR-19,65563,"2001.09.15","2155073534,4036738694,4036667315"
"168215846","4030185514","Normal","3905 BAYOU BLVD","NEW IBERIA","9","NISC MW",29.992678,-91.784543,"251284-09.18","05.37",3,22-FEB-19,65563,"2001.09.15","2155073704,4030203106,4029579661,4030185514"
"168190941","4029808045","Normal","186 W PINEWOOD DR","SLIDELL","09","NORTH SLIDELL",30.303808,-89.762207,"251284-09.18","05.37",3,09-MAR-19,65563,"2001.09.15","2155077943,2155080656,4030137128,4029808045"
"168077917","4029956439","Normal","2818 SUGAR MILL RD","NEW IBERIA","05","LOREAUVILLE GAP",30.017845,-91.790987,"251284-09.18","05.37",5,28-MAR-19,65563,"2001.09.15","2155075660,2155080083,4033128426,4029505076,4029956439"
"168215180","4030183922","Normal","808 BAYARD ST APT 12","NEW IBERIA","10","NISC MW",29.979078,-91.804608,"251284-09.18","05.37",2,22-FEB-19,65563,"2001.09.15","2155073704,4029579579,4030183922"
"168192647","4030161286","Normal","726 JOSEPH ST","SLIDELL","12","FR24--FrontSt.",30.24917,-89.768323,"251284-09.18","05.37",2,19-FEB-19,65563,"2001.09.15","2155077949,2155837465,4042418587,4043056684,4029982347,4029982568,4030135402,4036671803,4030520591,4030161286"
"168222307","4030193067","Normal","458 N BRANCH","BALDWIN","10","TEPS MW",29.835397,-91.557968,"251284-09.18","05.37",3,20-FEB-19,65563,"2001.09.15","2155077951,4030228577,4030193067"
"168220580","4030181938","Normal","204 NEPTUNE ST","MORGAN CITY","11","BAYOU VISTA MW",29.689572,-91.27072,"251284-09.18","05.37",3,14-FEB-19,65563,"2001.09.15","2155077940,2155080705,4029527888,4030190953,4030498786,4030181938"
"168191405","4030161695","Normal","29470 LYONS LN","LACOMBE","15","LACOMBE RADIO TOWER",30.304323,-89.907453,"251284-09.18","05.37",8,28-FEB-19,65563,"2001.09.15","2155077944,2155082305,4038412669,4031707737,4030135516,4038363239,4036638493,4029981510,4031354613,4029955667,4030161843,4030161695"
"168136325","4029884720","Normal","4319 ROME LN","NEW IBERIA","03","HWY 675 _JEFF ISLAND",29.97172,-91.94498,"251284-09.18","05.37",4,06-APR-19,65563,"2001.09.15","2155073534,2155080024,2155080016,2155077579,4030466499,4029884720"
"168042060","4029533856","Normal","311 WELDON ST","NEW IBERIA","11","NISC MW",29.99471,-91.804692,"251284-09.18","05.37",4,02-MAR-19,65563,"2001.09.15","2155073548,2155080858,4029582877,4029533856"
"168043251","4029525529","Normal","1416 JULIA ST","NEW IBERIA","12","HWY 675 _JEFF ISLAND",29.9928,-91.834225,"251284-09.18","05.37",2,05-APR-19,65563,"2001.09.15","2155073536,1343060936,4029525529"
"168043658","4029530631","Normal","309 CAROLINE ST","NEW IBERIA","12","NISC MW",29.991675,-91.799008,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155073548,2155081140,4029530961,4029533219,4029530631"
"168044449","4029520078","Normal","6300 DASPIT","NEW IBERIA","05","LOREAUVILLE GAP",30.070212,-91.76459,"251284-09.18","05.37",2,07-APR-19,65563,"2001.09.15","2155075660,4030136642,4029520078"
"168212877","4030176874","Normal","1616 LOREAUVILLE RD","NEW IBERIA","07","NISC MW",30.0114,-91.782352,"251284-09.18","05.37",3,23-MAR-19,65563,"2001.09.15","2155073548,2155080844,4038413918,4030176874"
"168230883","4030199748","Normal","400 VOTERS RD APT 115","SLIDELL","10","FR24--FrontSt.",30.255188,-89.759235,"251284-09.18","05.37",6,24-FEB-19,65563,"2001.09.15","2155077948,2155080694,2155816994,2155237618,4030464575,4030199748"
"168212521","4030175003","Normal","3449 N BAYOU DES GLAISE RD","MOREAUVILLE","02","BO04 -- BORDELONVILLE GAP",31.10768,-91.908212,"251284-09.18","05.37",3,23-MAR-19,65563,"2001.09.15","2155238665,4029587503,4030175003"
"168214929","4030185334","Normal","1730 RIVER RD # 2","BERWICK","11","BAYOU VISTA MW",29.679263,-91.225012,"251284-09.18","05.37",6,03-APR-19,65563,"2001.09.15","2155077953,2155080693,1343052391,4030179785,4030186427,4036789256,4030185334"
"168218364","4030180019","Normal","334 BRIAN ST","NEW IBERIA","10","NISC MW",29.987197,-91.798922,"251284-09.18","05.37",3,04-APR-19,65563,"2001.09.15","2155073704,4030175819,4030180019"
"168139685","1343892320","Normal","900 FRENCH ST","NEW IBERIA","07","HWY 675 _JEFF ISLAND",30.001355,-91.827735,"251581-08.08","05.34",5,27-DEC-17,65562,"1F0D.08.06","2155073536,2155080020,4029973729,4030141748,1343892320"
"168218026","4030183114","Normal","1216 SIDNEY BLANCHARD RD","NEW IBERIA","9","LOREAUVILLE GAP",30.046465,-91.71827,"251284-09.18","05.37",3,28-FEB-19,65563,"2001.09.15","2155075660,4029717830,1087290249,4030183114"
"168241115","4030210889","Normal","114 MANASSAS DR","SLIDELL","01","LACOMBE RADIO TOWER",30.303805,-89.858953,"251284-09.18","05.37",5,22-MAR-19,65563,"2001.09.15","2155077944,2155082305,2155848172,2155080905,2155080699,4030198138,4030210841,4030210889"
"168244993","4030210035","Normal","7 ROBYN PL","MANDEVILLE","05","CEDARWOOD",30.385578,-90.10235,"251284-09.18","05.37",7,30-MAR-19,65563,"2001.09.15","2155077958,4030240579,4030246988,4030200125,4030221022,4030375932,4030206333,4033199269,4030427229,4030210035"
"168258657","4030204133","Normal","12639 STANGA RD LOT N","COVINGTON","03","GALATAS RD",30.477913,-90.189572,"251284-09.18","05.37",4,05-APR-19,65563,"2001.09.15","2155077956,2155082170,2155082215,4036791426,4030204133"
"168242419","4030211410","Normal","35588 MADISON ST","SLIDELL","03","FR24--FrontSt.",30.277938,-89.808258,"251284-09.18","05.37",4,17-MAR-19,65563,"2001.09.15","2155077947,2155848215,4044133382,4030211410"
"168243288","4030208093","Normal","58047 HIGHWAY 433 SLIP G38","SLIDELL","3","OH51 -- OAK HARBOR",30.26771,-89.84481,"251284-09.18","05.37",3,16-FEB-19,65563,"2001.09.15","2155077928,2155080704,4029585742,4030214860,4030202657,4030208093"
"168217351","4030186035","Normal","108 CANAL DR","FRANKLIN","01","TEPS MW",29.78832,-91.518408,"251284-09.18","05.37",6,28-MAR-19,65563,"2001.09.15","2155077971,2155081095,4030166734,1343054462,4030186035"
"168211388","4030174625","Normal","4408 HIGHWAY 182","PATTERSON","04","BAYOU VISTA MW",29.709117,-91.348828,"251284-09.18","05.37",5,29-MAR-19,65563,"2001.09.15","2155077940,2155081127,2155081105,4030499069,4030174625"
"168209954","4030171559","Normal","401 TIFFANY DR","PATTERSON","12","BAYOU VISTA MW",29.680555,-91.307702,"251284-09.18","05.37",3,19-FEB-19,65563,"2001.09.15","2155077940,4030168061,4030171559"
"168042089","4029533763","Normal","3105 CEDARWOOD DR","NEW IBERIA","13","NISC MW",29.945247,-91.796118,"251284-09.18","05.37",2,04-APR-19,65563,"2001.09.15","2155073704,2155077834,4029533763"
"168208121","4030161226","Normal","412 CHARLOTTE DR","PATTERSON","12","BAYOU VISTA MW",29.679773,-91.308128,"251284-09.18","05.37",5,16-MAR-19,65563,"2001.09.15","2155077940,2155080756,4030161226"
"168205793","4030168862","Normal","606 JENNIFER ANN ST APT 19","JEANERETTE","3","Patoutville",29.917375,-91.678625,"251284-09.18","05.37",2,03-APR-19,65563,"2001.09.15","2155077932,4030170118,4030168862"
"168264427","4030223107","Normal","4650 PONTCHARTRAIN DR APT T","SLIDELL","14","OH51 -- OAK HARBOR",30.231007,-89.805313,"251284-09.18","05.37",2,28-FEB-19,65563,"2001.09.15","2155077948,4030232270,4030223107"
"168266353","4030225681","Normal","750 PINETREE ST","SLIDELL","11","FR24--FrontSt.",30.2632,-89.77849,"251284-09.18","05.37",2,05-APR-19,65563,"2001.09.15","2155077966,4030223482,4030225681"
"168259901","4030206774","Normal","27288 MT PISGAH","MT HERMAN","01","Clifton Gap",30.920697,-90.231052,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155238667,2155080825,4030206963,4030206774"
"168235304","4036735838","Normal","500 COVINGTON POINT DR 2","COVINGTON","01","RAMSAY",30.499433,-90.089348,"251284-09.18","05.37",3,12-MAR-19,65563,"2001.09.15","2155077999,2155080908,4030496902,4036735838"
"168235423","4036735329","Normal","2686 EXXON CANAL CAMP RD LOT 5","PATTERSON","02","RL66",29.78946,-91.33993,"251284-09.18","05.37",1,14-MAR-19,65563,"2001.09.15","2155075717,4036735329"
"168235434","4036735323","Normal","EXXON CANAL CAMP RD 8","PATTERSON","02","RL66",29.78948,-91.34158,"251284-09.18","05.37",1,14-MAR-19,65563,"2001.09.15","2155075717,4036735323"
"168224635","4030186672","Normal","716 MAIN ST","FRANKLIN","15","TEPS MW",29.79303,-91.500175,"251284-09.18","05.37",5,04-APR-19,65563,"2001.09.15","2155077971,2155081107,2155081212,4030186672"
"168255336","4030215269","Normal","HIGHWAY 11","PEARL RIVER","05","PEARL RIVER",30.359182,-89.750978,"251284-09.18","05.37",1,27-MAR-19,65563,"2001.09.15","2155234977,4030215269"
"168237425","4036734517","Normal","705 MARINERS PLAZA DR STE R","MANDEVILLE","13","Lambert GAP",30.371215,-90.09155,"251284-09.18","05.35",3,04-APR-19,65563,"2001.09.15","2155075658,2155237288,4030176229,4036734517"
"168261642","4036709801","Normal","630 HIGHLANDS DR","SLIDELL","09","FR24--FrontSt.",30.296602,-89.74786,"251284-09.18","05.37",5,24-FEB-19,65563,"2001.09.15","2155077950,2155080767,4030231878,4042990564,4030177585,4030222490,4030226129,4036782376,4030224624,4036709801"
"168252494","4030230318","Normal","1569 MONACO DR","SLIDELL","10","FR24--FrontSt.",30.279665,-89.770773,"251284-09.18","05.37",4,16-MAR-19,65563,"2001.09.15","2155077960,4030225804,4031852542,4030230318"
"168248032","4030229286","Normal","123 PEBBLE BEACH","SLIDELL","13","OH51 -- OAK HARBOR",30.229498,-89.78511,"251284-09.18","05.37",2,08-MAR-19,65563,"2001.09.15","2155077949,4030219931,4030229286"
"168037661","1343893040","Normal","LIFT PUMP AT AIR","PATTERSON","04","BAYOU VISTA MW",29.713595,-91.339963,"251581-09.18","05.34",6,30-MAR-19,65562,"1F0D.09.15","2155077940,2155081127,4030174377,1087008929,1343893040"
"168247443","4030232020","Normal","715 PENNSYLVANIA AVE","SLIDELL","09","FR24--FrontSt.",30.280353,-89.774723,"251284-09.18","05.37",3,21-FEB-19,65563,"2001.09.15","2155077960,4030220521,4030220884,4031852542,4030232020"
"168220778","4030192854","Normal","920 VICTORIA RIVERSI 2","PATTERSON","04","BAYOU VISTA MW",29.70665,-91.26953,"251284-09.18","05.37",2,09-APR-19,65563,"2001.09.15","2155077953,4036758450,4030192854"
"168246850","4030223484","Normal","62023 HIGHWAY 1091 1","PEARL RIVER","07","PEARL RIVER",30.32936,-89.745383,"251284-09.18","05.37",6,20-MAR-19,65563,"2001.09.15","2155234977,2155080691,2155820017,4030224952,4031707860,4030223484"
"168261644","4036671639","Normal","64353 HIGHWAY 3081 1","PEARL RIVER","06","PEARL RIVER",30.369383,-89.747485,"251284-09.18","05.37",3,02-MAR-19,65563,"2001.09.15","2155234984,4030201750,4036671639"
"168093279","4029584520","Normal","139 RUBY CENTERPOINT RD","CENTERPOINT","08","RUBY GAP",31.24777,-92.209155,"251284-09.18","05.37",4,03-MAR-19,65563,"2001.09.15","2155038722,2155079987,2155080029,4029584520"
"168269846","4036742107","Normal","28130 ISSAC RD 3","LACOMBE","15","LACOMBE RADIO TOWER",30.32646,-89.93958,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155077942,4036742107"
"168270847","4036745542","Normal","20431 JOHNSEN CROSSING HY437","COVINGTON","01","RAMSAY",30.501155,-90.063787,"251284-09.18","05.37",6,03-MAR-19,65563,"2001.09.15","2155077999,2155082206,2155082210,2155082319,4036745542"
"168248990","4030225487","Normal","1060 CLIPPER DR","SLIDELL","14","OH51 -- OAK HARBOR",30.228938,-89.802352,"251284-09.18","05.37",2,05-MAR-19,65563,"2001.09.15","2155077928,2155080675,4030229850,4030231276,4030225487"
"168275075","4036741911","Normal","441 LAURELLEAF LN LOT 11","COVINGTON","04","RAMSAY",30.460842,-90.12333,"251284-09.18","05.37",4,01-APR-19,65563,"2001.09.15","2155077995,2155082313,4036748816,4036741911"
"168260484","4030167457","Normal","311 ROBIN LN","SLIDELL","9","NORTH SLIDELL",30.295822,-89.755813,"251284-09.18","05.37",5,28-MAR-19,65563,"2001.09.15","2155077943,2155080656,4030167457"
"168182748","4030135132","Normal","538 REDBUD LN LOT 130A","SLIDELL","01","NORTH SLIDELL",30.328883,-89.835712,"251284-09.18","05.37",5,04-APR-19,65563,"2001.09.15","2155077964,2155080658,2155082257,4030135304,4029983044,4029978178,4030135132"
"168239647","4036737434","Normal","111 CAMPGROUND LN LOT 3","CYPREMORT POINT","15","IVANHOE GAP",29.7387,-91.82812,"251284-09.18","05.37",4,04-APR-19,65563,"2001.09.15","2155075672,2155080682,2155820270,4036737434"
"168235851","4036738674","Normal","56 MAIN ST","FRANKLIN","14","TEPS MW",29.780478,-91.492895,"251284-09.18","05.37",6,28-FEB-19,65563,"2001.09.15","2155077939,2155081184,2155081190,4036738527,4036738674"
"168227403","4030192308","Normal","2107 BLUEBIRD ST","SLIDELL","01","NORTH SLIDELL",30.293235,-89.839125,"251284-09.18","05.37",5,05-APR-19,65563,"2001.09.15","2155077943,2155848363,2155081211,4030192308"
"168254215","4030203407","Normal","2322 ROBIN ST","SLIDELL","01","NORTH SLIDELL",30.294208,-89.844837,"251284-09.18","05.37",11,10-MAR-19,65563,"2001.09.15","2155077964,2155848363,2155080713,4042419747,4030215700,4030214732,4029520968,4030202902,4030203407"
"168239039","4036739022","Normal","147 VERMILLION BAY LN","CYPREMORT POINT","15","IVANHOE GAP",29.714212,-91.879047,"251284-09.18","05.37",3,30-MAR-19,65563,"2001.09.15","2155075672,2155080682,2155081181,4036736181,4036739022"
"168195130","4030166546","Normal","183 KINGSPOINT BLVD","SLIDELL","11","OH51 -- OAK HARBOR",30.256797,-89.75407,"251284-09.18","05.37",5,27-MAR-19,65563,"2001.09.15","2155077928,2155080694,2155237618,4030194484,4030166537,4030193807,4030166546"
"168256231","4030202632","Normal","1235 MOLITOR","MANDEVILLE","15","SOUTHEAST HOSPITAL GAP",30.35954,-90.03972,"251284-09.18","05.37",4,25-MAR-19,65563,"2001.09.15","2155078225,2155080759,4030206978,4030205246,4030202632"
"168292621","4036761736","Normal","907 BORDELONVILLE RD","MOREAUVILLE","02","BO04 -- BORDELONVILLE GAP",31.08464,-91.90629,"251284-09.18","05.37",2,05-APR-19,65563,"2001.09.15","2155238665,2155074569,4036761736"
"168293810","4030241236","Normal","145 S SHORELINE DR","FLORIEN","9","ZWOLLE GAP",31.25254,-93.58793,"251284-09.18","05.34",4,08-APR-19,65563,"2001.09.15","2155227859,2155077257,4030241236"
"168293848","4030243700","Normal","165 BILLY BONES DR","FLORIEN","13","Old RAW LAND 62 GAP",31.27805,-93.56926,"251284-09.18","05.37",1,08-APR-19,65563,"2001.09.15","2155227859,4030243700"
"168290504","4036754078","Normal","212 CHURCH ST APT 10","VILLE PLATTE","02","MANUEL ",30.57146,-92.31825,"251284-09.18","05.37",5,02-MAR-19,65563,"2001.09.15","2155078060,2155075095,2155074830,4036754997,4029949289,4036754078"
"168270863","4036745376","Lost","481 CAMPS RD LOT 20","PINEVILLE","14","RAW LAND 69 GAP",31.39586,-92.00758,"251284-09.18","05.37",1,01-MAR-19,65563,"2001.09.15","2155070491,4036745376"
"168293771","4030240789","Normal","494 BELLEVIEW CIR","FLORIEN","13","Raw Land 62 Gap",31.32098,-93.60627,"251284-09.18","05.37",4,07-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,2155081159,4029944308,4030240789"
"168240437","4030201021","Normal","16171 INDIAN POINT","COVINGTON","05","CEDARWOOD",30.410932,-90.13677,"251284-09.18","05.37",3,14-MAR-19,65563,"2001.09.15","2155077958,2155838767,4030201021"
"168289965","4030243709","Normal","1356 RAPATEL ST","MANDEVILLE","15","SOUTHEAST HOSPITAL GAP",30.3583,-90.03792,"251284-09.18","05.37",4,24-MAR-19,65563,"2001.09.15","2155078225,2155080759,4033113497,4030200531,4030243709"
"168267494","4030238539","Normal","56 CATALPA TRC LOT 48","COVINGTON","07","Ozone",30.444475,-90.098382,"251284-09.18","05.37",7,19-MAR-19,65563,"2001.09.15","2155075661,2155838777,1343255311,4036739770,4036738039,4036735687,4045274246,4030211020,4030238539"
"168073680","1343073679","Normal","220 PARK PL BLDG 2B","COVINGTON","7","Ozone",30.44351,-90.09064,"251581-09.18","05.34",4,11-MAR-19,65562,"1F0D.09.15","2155075661,2155838777,1343073679"
