"Meter","Serial Number","Status","Address","City","Cycle","Collector","Service Latitude","Service Longitude","Module FW","Meter FW","Layer","LAst Billable","Hardware Model ID","DCW","Last Path"
"168198132","1343158508","Normal","185 PLEASURE POINT","LEESVILLE","9","Old RAW LAND 62 GAP",31.251625,-93.565988,"251581-06.17","05.34",2,08-APR-19,65562,"1F0D.06.13","2155227859,2155077257,1343158508"
"168173344","4036655864","Normal","177 PAWPAW LOOP","MANY","13","MANY GAP",31.342493,-93.592557,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,2155076360,4036640978,4036655864"
"168040198","4029505393","Normal","1335 ANN ST APT 3","NEW IBERIA","15","HWY 675 _JEFF ISLAND",29.988688,-91.821913,"251284-09.18","05.37",8,16-MAR-19,65563,"2001.09.15","2155073536,2155080020,1343884635,4029505393"
"168048261","4029529946","Normal","504 DONALD ST","NEW IBERIA","07","NISC MW",30.006298,-91.801772,"251284-09.18","05.37",6,10-MAR-19,65563,"2001.09.15","2155073704,2155080858,4029528900,4029520053,4029529946"
"168049570","4029531839","Normal","23 PERRY RD","FOREST HILL","11","FOREST HILL MW GAP",31.05264,-92.45378,"251284-09.18","05.37",1,22-FEB-19,65563,"2001.09.15","2155070487,4029531839"
"168182085","4029955460","Normal","28154 EVELYN DR","LACOMBE","15","LACOMBE RADIO TOWER",30.296135,-89.940455,"251284-09.18","05.37",4,08-MAR-19,65563,"2001.09.15","2155077942,2155082182,4030144578,4029955460"
"168039845","4029508360","Normal","1918 DAVID DUBOIN RD SHOP","NEW IBERIA","11","HWY 675 _JEFF ISLAND",29.956213,-91.842445,"251284-09.18","05.37",3,05-APR-19,65563,"2001.09.15","2155073536,2155080884,4029531766,4029508360"
"168049061","4029532212","Normal","302 W TAMPICO ST","NEW IBERIA","01","NISC MW",30.027842,-91.815363,"251284-09.18","05.37",3,07-APR-19,65563,"2001.09.15","2155073546,2155081131,4029509767,4029532212"
"168046483","4029507595","Normal","713 W ADMIRAL DOYLE DR APT 17","NEW IBERIA","4","HWY 675 _JEFF ISLAND",30.00522,-91.845673,"251284-09.18","05.37",2,01-MAR-18,65563,"2001.08.06","2155073533,4029534055,4029507595"
"168046451","4029506588","Normal","713 W ADMIRAL DOYLE DR APT 38","NEW IBERIA","05","HWY 675 _JEFF ISLAND",30.005625,-91.845058,"251284-09.18","05.37",1,04-APR-19,65563,"2001.09.15","2155073539,4029506588"
"168195777","4030178604","Normal","129 SAINT MARTIN ST","FLORIEN","13","Raw Land 62 Gap",31.27384,-93.57271,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155238666,2155077257,4036646777,4029945017,4029944131,4036762464,4036655759,4032153026,4030178604"
"168184779","4029982913","Normal","56295 ALMONASTER ST LOT 15A","SLIDELL","12","OH51 -- OAK HARBOR",30.248585,-89.770305,"251284-09.18","05.37",5,05-APR-19,65563,"2001.09.15","2155077928,2155837465,4038413931,4030165956,4029982913"
"168047467","4029509473","Normal","73385 RIVER RD","COVINGTON","02","RAMSAY",30.49966,-90.08824,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155077999,2155080908,4036735274,4029509473"
"168189578","4030137227","Normal","756 GAUSE BLVD APT 4","SLIDELL","8","FR24--FrontSt.",30.285133,-89.773243,"251284-09.18","05.37",3,29-MAR-19,65563,"2001.09.15","2155077950,2155786236,4030220457,4030137227"
"168176016","4029976104","Normal","308 ACADIAN ST","NEW IBERIA","02","HWY 675 _JEFF ISLAND",30.021788,-91.828775,"251284-09.18","05.37",3,21-FEB-19,65563,"2001.09.15","2155073533,2155080024,2155082262,4032323838,4029529711,4029503733,4029505014,4029976104"
"168186646","4029981626","Normal","815 WESTEND DR","NEW IBERIA","02","HWY 675 _JEFF ISLAND",30.013518,-91.839587,"251284-09.18","05.37",2,05-APR-19,65563,"2001.09.15","2155073533,4032785460,4029977977,4029981626"
"168175955","4029974385","Normal","2118 W OLD SPANISH TRL APT H8","NEW IBERIA","01","HWY 675 _JEFF ISLAND",30.027522,-91.836522,"251284-09.18","05.37",4,02-MAR-19,65563,"2001.09.15","2155073533,2155082262,4030188344,4029530407,4029974385"
"168170590","4029906969","Normal","249 MIKE ST","MANY","14","ELIZABETH GAP",31.361457,-93.63616,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,2155077405,4029906969"
"168217667","4030182871","Normal","6304 CARL MECHE RD","NEW IBERIA","13","Patoutville",29.908153,-91.783355,"251284-09.18","05.37",4,13-MAR-19,65563,"2001.09.15","2155077932,4030183022,4030182871"
"168217696","4030177092","Normal","122 S CORINNE ST","NEW IBERIA","01","HWY 675 _JEFF ISLAND",30.010187,-91.823492,"251284-09.18","05.37",5,04-APR-19,65563,"2001.09.15","2155073534,2155081205,2155082234,4030186423,4038412847,4030177092"
"168192346","4030163251","Normal","436 4TH","PEARL RIVER","6","PEARL RIVER",30.35502,-89.749042,"251284-09.18","05.37",2,10-APR-19,65563,"2001.09.15","2155234977,4030205557,4030163251"
"168176481","4029974281","Normal","304 DUPERIER AVE","NEW IBERIA","07","HWY 675 _JEFF ISLAND",30.010388,-91.811322,"251284-09.18","05.37",4,16-MAR-19,65563,"2001.09.15","2155073546,2155081131,4029943136,4044010202,4029530527,4029974281"
"168176958","4029975303","Normal","301 ROBERTSON ST APT 2","NEW IBERIA","07","NISC MW",30.004133,-91.82546,"251284-09.18","05.37",5,08-MAR-19,65563,"2001.09.15","2155073548,2155080858,1343901968,4029977011,4029579660,4030175392,4029977745,4029975303"
"168221754","4030192253","Normal","625 8TH ST","FRANKLIN","4","TEPS MW",29.7898,-91.510327,"251284-09.18","05.37",6,01-MAR-19,65563,"2001.09.15","2155077971,4030175848,4029715139,4044950378,4030192253"
"168220088","4030189935","Normal","200 RIVERSIDE DR","BERWICK","09","BAYOU VISTA MW",29.716028,-91.230598,"251284-09.18","05.37",7,18-MAR-19,65563,"2001.09.15","2155077940,2155080845,2155081124,4030179773,4030191548,4030189935"
"168221742","4030192250","Normal","202 BRACEY ST","JEANERETTE","03","Patoutville",29.918752,-91.668377,"251284-09.18","05.37",3,24-MAR-19,65563,"2001.09.15","2155073546,2155080856,4030192250"
"168231285","4030196165","Normal","164 BRIGADIER LOOP","PEARL RIVER","06","PEARL RIVER",30.356135,-89.739615,"251284-09.18","05.37",4,06-APR-19,65563,"2001.09.15","2155234969,4030134791,4030165821,4030196165"
"168042686","4029530554","Normal","2214 W OLD SPANISH TRL TRLR 49","NEW IBERIA","01","HWY 675 _JEFF ISLAND",30.029048,-91.838447,"251284-09.18","5.35",4,05-SEP-18,65563,"2001.09.15","2155073533,2155080024,2155082262,4029976392,4029520305,4036653498,4029530554"
"168043303","4029525710","Normal","104 WILLIAMS ST","LOREAUVILLE","08","LOREAUVILLE GAP",30.06113,-91.738057,"251284-09.18","05.37",3,25-FEB-19,65563,"2001.09.15","2155075660,4029525710"
"168228075","4030188950","Normal","210 ERIN DR","MANY","02","ZWOLLE GAP",31.41259,-93.61805,"251284-09.18","05.37",8,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155077456,2155077260,2155077596,2155077208,4036639410,4036648874,4030188950"
"168043718","4029525746","Normal","705 RUE DE LION","NEW IBERIA","06","NISC MW",30.009485,-91.789305,"251284-09.18","05.37",4,12-MAR-19,65563,"2001.09.15","2155073548,2155080844,4029519695,4029525746"
"168230129","4030193409","Normal","402 JOSEPH ST APT 7","SLIDELL","12","OH51 -- OAK HARBOR",30.247007,-89.767113,"251284-09.18","05.37",5,28-FEB-19,65563,"2001.09.15","2155077965,2155837465,4030136070,4029808035,4030193409"
"168212840","4030176814","Normal","2304 DARNALL RD LOT 6","NEW IBERIA","13","NISC MW",29.947437,-91.770438,"251284-09.18","05.37",2,06-APR-19,65563,"2001.09.15","2155077932,2155081103,4030176814"
"168230737","4030191937","Normal","400 VOTERS RD APT 243","SLIDELL","10","OH51 -- OAK HARBOR",30.25424,-89.759208,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155077948,2155080694,2155237618,4030191937"
"168216121","4030182421","Normal","900 PARKVIEW DR UNIT B","NEW IBERIA","07","NISC MW",30.003045,-91.805367,"251284-09.18","05.37",5,26-MAR-19,65563,"2001.09.15","2155073546,2155080844,4042534571,4030187177,4030182421"
"168218197","4030180024","Normal","5808 PRINCE RD 1","NEW IBERIA","13","NISC MW",29.92412,-91.77792,"251284-09.18","05.37",3,12-MAR-19,65563,"2001.09.15","2155077932,2155081114,4030180024"
"168255052","4030214057","Normal","200 QUAIL RUN","PEARL RIVER","05","PEARL RIVER",30.345695,-89.783595,"251284-09.18","05.37",7,05-APR-19,65563,"2001.09.15","2155077964,4030165893,4030198310,4030205470,4030206612,4030192448,4030214057"
"168241186","4030211207","Normal","1056 WHITETAIL DR","MANDEVILLE","12","DOVE PARK",30.38325,-90.053878,"251284-09.18","05.37",3,07-APR-19,65563,"2001.09.15","2155077931,2155237897,4042990263,4030211207"
"168242222","4030206044","Normal","32580 CC RD LOT 14","SLIDELL","01","OH51 -- OAK HARBOR",30.28085,-89.863095,"251284-09.18","05.37",15,08-APR-19,65563,"2001.09.15","2155077928,2155080704,4029585742,4030204116,4030170490,4030204951,4030204833,4029982442,4033149620,4032132360,4030206044"
"168257970","4030208390","Normal","229 CYPRESS LAKES DR","SLIDELL","14","OH51 -- OAK HARBOR",30.242182,-89.784075,"251284-09.18","05.37",3,04-APR-19,65563,"2001.09.15","2155077948,1343052144,4029721422,4030208390"
"168216569","4030188260","Normal","145 TODDS LN","MORGAN CITY","02","BAYOU VISTA MW",29.684118,-91.259452,"251284-09.18","05.37",2,01-MAR-19,65563,"2001.09.15","2155077963,2155081206,4030188260"
"168254110","4030203410","Normal","COQUILLE LN 2","MADISONVILLE","02","GALATAS RD",30.438785,-90.174043,"251284-09.18","05.37",3,01-MAR-19,65563,"2001.09.15","2155077954,4044263860,4030203410"
"168212086","4030181251","Normal","403 WILLOW LN","JEANERETTE","6","Patoutville",29.91686,-91.661977,"251284-09.18","05.37",3,05-APR-19,65563,"2001.09.15","2155077932,2155080836,4032946491,4030181251"
"168242353","4030213055","Failed","1126 ST PAUL","SLIDELL","03","FR24--FrontSt.",30.286457,-89.798813,"251284-09.18","05.37",4,26-MAR-19,65563,"2001.09.15","2155077960,2155848215,4030224232,4030226629,4030203264,4030213055"
"168217512","4030184556","Normal","809 CLECO","PATTERSON","12","BAYOU VISTA MW",29.690612,-91.302618,"251284-09.18","05.37",4,24-FEB-19,65563,"2001.09.15","2155077953,4030165796,4030186434,4030184556"
"168177940","4029974971","Normal","2118 W OLD SPANISH TRL APT H1","NEW IBERIA","02","HWY 675 _JEFF ISLAND",30.027487,-91.836567,"251284-09.18","05.37",4,28-MAR-19,65563,"2001.09.15","2155073536,2155816991,2155082262,4035286575,4029974971"
"168206969","4030171537","Normal","427 PARK ST APT 1","PATTERSON","5","BAYOU VISTA MW",29.69459,-91.307782,"251284-09.18","05.37",10,02-MAR-19,65563,"2001.09.15","2155077953,4030169286,4030171096,4030170280,4030171537"
"168254339","4030215324","Normal","36498 W POWERLINE RD","PEARL RIVER","05","PEARL RIVER",30.361158,-89.790055,"251284-09.18","05.37",8,03-MAR-19,65563,"2001.09.15","2155234969,2155082214,4030217194,4030215244,4030212088,4030215324"
"168235473","4036735377","Normal","ATCHAFALYA CAMP #6","MORGAN CITY","02","RL66",29.7895,-91.33439,"251284-09.18","05.37",1,14-MAR-19,65563,"2001.09.15","2155075717,4036735377"
"168235420","4036735613","Normal","EXXON CANAL CAMP RD 7","PATTERSON","02","RL66",29.78947,-91.33993,"251284-09.18","05.37",1,14-MAR-19,65563,"2001.09.15","2155075717,4036735613"
"168233144","4030234151","Normal","529 SOUTHDOWN LOOP","COVINGTON","3","GALATAS RD",30.436268,-90.151095,"251284-09.18","05.37",4,01-MAR-19,65563,"2001.09.15","2155077956,2155082330,4036734875,4030234151"
"168222820","4030182841","Normal","125 B HIGGINS","JEANERETTE","06","TEPS MW",29.889845,-91.611243,"251284-09.18","05.37",4,01-MAR-19,65563,"2001.09.15","2155077961,2155081146,4030182841"
"168234733","4030236554","Normal","1009 WILKINSON ST","MANDEVILLE","14","Lambert GAP",30.369962,-90.069682,"251284-09.18","05.37",3,05-MAR-19,65563,"2001.09.15","2155075658,2155080760,4030237425,4030236554"
"168236131","4036739380","Normal","200 LIPARI","PATTERSON","11","BAYOU VISTA MW",29.685927,-91.301383,"251284-09.18","05.37",3,07-APR-19,65563,"2001.09.15","2155077940,1344107619,1343883362,4036739380"
"168235478","4036735413","Normal","EXXON CANAL CAMP RD 16","PATTERSON","02","RL66",29.78948,-91.33845,"251284-09.18","05.37",1,14-MAR-19,65563,"2001.09.15","2155075717,4036735413"
"168221723","4030187755","Normal","300 HOLLYWOOD DR","FRANKLIN","15","TEPS MW",29.791268,-91.495198,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155077961,2155081104,4030187552,4030187755"
"168234727","4030236277","Normal","218 CALUMET DR LOT 139","MADISONVILLE","03","GALATAS RD",30.452332,-90.182555,"251284-09.18","05.37",2,21-MAR-19,65563,"2001.09.15","2155077973,2155082170,4036741757,4030236277"
"168234911","4030236661","Normal","425 CHOCTAW DR","ABITA SPRINGS","08","DOVE PARK",30.463733,-90.050802,"251284-09.18","05.37",10,25-MAR-19,65563,"2001.09.15","2155077968,2155237372,4036789374,4036735454,4036735448,4036737745,4030236661"
"168219655","4030182664","Normal","402 WILLOW ST","FRANKLIN","05","TEPS MW",29.791203,-91.502862,"251284-09.18","05.37",4,04-APR-19,65563,"2001.09.15","2155077971,2155081107,2155081212,4030376173,4030182664"
"168223666","4030190560","Normal","413 SIXTH ST","FRANKLIN","05","TEPS MW",29.785397,-91.508087,"251284-09.18","05.37",4,01-APR-19,65563,"2001.09.15","2155077961,4036734631,4036737395,4030168219,4030171935,4030170053,4032511619,4030190560"
"168224541","4030191242","Normal","622 SECOND ST","FRANKLIN","04","TEPS MW",29.792485,-91.50279,"251284-09.18","05.37",3,02-APR-19,65563,"2001.09.15","2155077961,2155081107,2155081212,4030191242"
"168221078","4030191204","Normal","765 HIGHWAY 668","JEANERETTE","09","Patoutville",29.86272,-91.65932,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155077952,2155081133,4030191204"
"168222574","4030190195","Normal","7917 IDA LN 2","JEANERETTE","09","Patoutville",29.918245,-91.744137,"251284-09.18","05.37",1,25-MAR-19,65563,"2001.09.15","2155077930,4030190195"
"168220418","4030187877","Normal","650 HIGHWAY 318","JEANERETTE","10","Patoutville",29.848452,-91.650065,"251284-09.18","05.37",2,17-MAR-19,65563,"2001.09.15","2155077952,2155081138,4030187877"
"168139117","4036640890","Normal","622 E VINE ST APT 18","OPELOUSAS","10","OPSC",30.53087,-92.07672,"251284-09.18","05.37",4,09-MAR-19,65563,"2001.09.15","2155073540,2155075134,4029956688,4036652252,4036640890"
"168173290","4036652368","Normal","164 BULLARD DR","FLORIEN","13","ELIZABETH GAP",31.308968,-93.613937,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155077313,4036641772,4036652368"
"168221854","4030192978","Normal","146 PICKETT ST","CHARENTON","14","TEPS MW",29.879387,-91.527153,"251284-09.18","05.37",6,26-FEB-19,65563,"2001.09.15","2155077939,4032885975,4030177738,4036736178,4042871342,4030192978"
"168248322","4030229481","Normal","2005 ALICIA CT LOT 134","SLIDELL","10","FR24--FrontSt.",30.280703,-89.739237,"251284-09.18","05.37",7,05-APR-19,65563,"2001.09.15","2155077950,2155080767,4042121520,4030178282,4030229481"
"168249002","4030225522","Normal","106 MOONRAKER DR","SLIDELL","14","OH51 -- OAK HARBOR",30.231417,-89.799467,"251284-09.18","05.37",3,02-MAR-19,65563,"2001.09.15","2155077928,4030222183,4030225522"
"168253224","4030234781","Normal","1501 RICHMOND DR","SLIDELL","09","FR24--FrontSt.",30.290405,-89.756368,"251284-09.18","05.37",5,21-FEB-19,65563,"2001.09.15","2155077947,2155080767,4029889546,4030234781"
"168268153","4036744412","Normal","317 MARINA BLVD","MANDEVILLE","4","CEDARWOOD",30.411993,-90.12503,"251284-09.18","05.37",12,23-MAR-19,65563,"2001.09.15","2155077975,4033149781,4036747265,4036744662,4036744412"
"168277788","4036747171","Normal","8025 ELIZABETH LN","MANDEVILLE","12","DOVE PARK",30.388735,-90.064287,"251284-09.18","05.37",5,25-MAR-19,65563,"2001.09.15","2155077967,2155237897,2155237285,4036736654,4036749418,4036734974,4036749786,4036747171"
"168238117","4036734104","Normal","105 LONG ST","BALDWIN","13","TEPS MW",29.832673,-91.559937,"251284-09.18","05.37",2,06-MAR-19,65563,"2001.09.15","2155077971,4030238611,4036734104"
"168276045","4036742847","Normal","19600 12TH ST APT 1306","COVINGTON","08","Three Rivers Gap",30.4641,-90.07805,"251284-09.18","05.37",4,14-MAR-19,65563,"2001.09.15","2155070536,2155080823,4036747014,4036742847"
"168277331","4036746969","Normal","1901 HIGHWAY 190 APT 1623","MANDEVILLE","13","Lambert GAP",30.374462,-90.074048,"251284-09.18","05.37",1,08-APR-19,65563,"2001.09.15","2155075658,4036746294,4036746572,4036746969"
"168261384","4036696641","Normal","148 DEFIANCE DR","SLIDELL","08","NORTH SLIDELL",30.321612,-89.75369,"251284-09.18","05.37",4,03-APR-19,65563,"2001.09.15","2155077936,2155080666,4043010055,4036696641"
"168252813","4030237456","Normal","1213 EASTRIDGE DR","SLIDELL","10","FR24--FrontSt.",30.283825,-89.76614,"251284-09.18","05.37",4,10-MAR-19,65563,"2001.09.15","2155077950,2155786236,4030230800,4030237456"
"168266469","4030223636","Normal","4754 PONTCHARTRAIN DR APT 17","SLIDELL","14","OH51 -- OAK HARBOR",30.22518,-89.812363,"251284-09.18","05.37",3,04-APR-19,65563,"2001.09.15","2155077928,4030230633,4030226369,4030223636"
"168264176","4030224796","Normal","312 W HONORS POINT CT","SLIDELL","14","OH51 -- OAK HARBOR",30.239677,-89.78841,"251284-09.18","05.37",4,06-APR-19,65563,"2001.09.15","2155077948,2155080722,4030224777,4030224354,4030224297,4030224796"
"168266600","4030225941","Normal","142 CYPRESS LAKES DR LOT 218","SLIDELL","14","OH51 -- OAK HARBOR",30.24176,-89.78913,"251284-09.18","05.37",3,13-MAR-19,65563,"2001.09.15","2155077948,2155080722,4030223430,4030221924,4030225941"
"168258081","4030212127","Normal","1640 HARBOR DR SLIP 128","SLIDELL","15","OH51 -- OAK HARBOR",30.217645,-89.79047,"251284-09.18","05.37",3,27-MAR-19,65563,"2001.09.15","2155077965,4030212127"
"168265540","4030222386","Normal","303 BRIGHTON LN","SLIDELL","10","FR24--FrontSt.",30.289148,-89.753697,"251284-09.18","05.37",3,06-MAR-19,65563,"2001.09.15","2155077950,2155080767,4030222386"
"168182318","4029956358","Normal","206 LOOP DR","SLIDELL","09","NORTH SLIDELL",30.308138,-89.750385,"251284-09.18","05.37",6,25-MAR-19,65563,"2001.09.15","2155077943,2155080738,4030134762,4029956358"
"168261836","4036672111","Normal","19394 HULIN RD","COVINGTON","01","PINE CLIFF MW GAP",30.545707,-90.078622,"251284-09.18","05.37",7,23-MAR-19,65563,"2001.09.15","2155077988,2155082206,2155082210,2155082164,2155082319,2155082228,2155082324,2155082218,4030212120,4036687704,4036672111"
"168257802","4030201596","Normal","2172 W RIDGE DR","MANDEVILLE","15","SOUTHEAST HOSPITAL GAP",30.381712,-90.025752,"251284-09.18","05.37",4,05-APR-19,65563,"2001.09.15","2155078225,2155082167,2155082185,4030210398,4030204061,4030201596"
"168238123","4036734158","Normal","721 KELLI DR","PATTERSON","11","BAYOU VISTA MW",29.683323,-91.319287,"251284-09.18","05.37",3,21-FEB-19,65563,"2001.09.15","2155077963,4030186667,4030194023,4032785699,4030236867,4036734158"
"168245666","4030211710","Normal","1915 FLORIDA ST","MANDEVILLE","15","Lambert GAP",30.363293,-90.060038,"251284-09.18","05.37",4,08-MAR-19,65563,"2001.09.15","2155075658,2155080921,4032319971,4030211710"
"168288390","4030241663","Normal","1244 HIGHWAY 115 SHOP","DEVILLE","14","DEVILLE",31.36041,-92.16557,"251284-09.18","05.37",1,03-APR-19,65563,"2001.09.15","2155038369,4030241663"
"168218005","4030179606","Normal","438 TECHE RD","MORGAN CITY","1","BAYOU VISTA MW",29.695813,-91.2638,"251284-09.18","05.37",5,23-MAR-19,65563,"2001.09.15","2155077940,2155080705,4029523324,4030179606"
"168234337","4030231844","Normal","487 PRAIRIE RD 2","CENTERVILLE","12","NORTH BEND GAP",29.742662,-91.409147,"251284-09.18","05.37",4,25-MAR-19,65563,"2001.09.15","2155075659,2155081099,2155081200,4030237041,4030231844"
"168245745","4030213879","Normal","326 SCOTCHPINE(BARN) DR","MANDEVILLE","5","CEDARWOOD",30.398135,-90.130237,"251284-09.18","05.37",5,13-MAR-19,65563,"2001.09.15","2155077934,4030214164,4030210913,4030213879"
"168141959","4029908960","Normal","400 ODD FELLOWS RD BLDG 2","CROWLEY","10","JACOB STREET",30.23108,-92.37328,"251284-09.18","05.37",2,22-MAR-19,65563,"2001.09.15","2155073543,2155075477,4029908960"
"168240698","4030199755","Normal","12 CATALPA TRC LOT 75","COVINGTON","08","Ozone",30.442325,-90.092947,"251284-09.18","05.37",4,28-MAR-19,65563,"2001.09.15","2155075661,2155838777,4030217275,4030204590,4030199755"
"168234547","4030237168","Normal","624 APACHE DR","ABITA SPRINGS","7","Three Rivers Gap",30.461853,-90.054813,"251284-09.18","05.37",6,30-MAR-19,65563,"2001.09.15","2155070536,2155237304,2155237313,2155237300,4036746209,4036783415,4036738181,4036751542,4030234060,4030237168"
"168257131","4030214602","Normal","1074 WHITETAIL DR LOT 26","MANDEVILLE","12","DOVE PARK",30.383503,-90.056033,"251284-09.18","05.37",4,25-FEB-19,65563,"2001.09.15","2155077968,2155237897,2155237285,4030214602"
"168235900","4036741660","Normal","10 WALNUT PL","COVINGTON","07","Ozone",30.441417,-90.0915,"251284-09.18","05.37",4,04-APR-19,65563,"2001.09.15","2155075661,4045583638,4030217275,4030238430,4030202361,4036741660"
"168238007","4036734157","Normal","416 MARTIN L KING DR APT 18","JEANERETTE","13","Patoutville",29.905492,-91.664135,"251284-09.18","05.37",4,14-MAR-19,65563,"2001.09.15","2155077952,2155079993,4030183289,4030228453,4036734157"
"168283572","4036757923","Normal","114 BEAU CHASSE DR","COVINGTON","06","Ozone",30.403752,-90.089328,"251284-09.18","05.37",3,07-APR-19,65563,"2001.09.15","2155075661,2155237296,4036757798,4036757923"
"168283550","4036760884","Normal","930 RUE CHANTILLY","MANDEVILLE","06","CEDARWOOD",30.38955,-90.096317,"251284-09.18","05.37",8,11-MAR-19,65563,"2001.09.15","2155077934,2155082212,2155082230,4032216297,4036760884"
"168299539","4036780557","Normal","114 CHESTNUT ST","MANDEVILLE","05","CEDARWOOD",30.3869,-90.099592,"251284-09.18","05.37",6,06-APR-19,65563,"2001.09.15","2155077934,2155082213,2155082230,4036780450,4036780557"
"168297376","4036774228","Normal","160 OAK DR","COVINGTON","02","CEDARWOOD",30.404403,-90.11415,"251284-09.18","05.37",1,28-MAR-19,65563,"2001.09.15","2155077934,4036774228"
"168302545","4036790539","Normal","213 OZONE PARK RD","COVINGTON","12","RAMSAY",30.49544,-90.09616,"251284-09.18","05.37",3,16-MAR-19,65563,"2001.09.15","2155077995,2155080764,4044858858,4036790539"
"168299333","4036762402","Normal","605 WOODBURNE LOOP LOT 70","COVINGTON","11","RAMSAY",30.487087,-90.113948,"251284-09.18","05.37",1,11-MAR-19,65563,"2001.09.15","2155078073,2155077625,4036762402"
"168235422","4036735480","Normal","EXXON CANAL CAMP RD 6B","PATTERSON","02","RL66",29.7895,-91.33667,"251284-09.18","05.37",1,14-MAR-19,65563,"2001.09.15","2155075717,4036735480"
"168273650","4036740931","Normal","213 LONGFELLOW LN","MANDEVILLE","12","DOVE PARK",30.386942,-90.062555,"251284-09.18","05.37",4,20-FEB-19,65563,"2001.09.15","2155077968,2155237897,4036739930,4036739475,4036740931"
"168093571","4029585320","Normal","1630 PRISON RD 2","COTTONPORT","03","SOUTH COTTONPORT GAP",30.970447,-92.023827,"251284-09.18","05.37",2,25-MAR-19,65563,"2001.09.15","2155070497,2155074917,4029585320"
"168312506","4036784171","Normal","110 SAINT THOMAS CIR","FLORIEN","14","Old RAW LAND 62 GAP",31.27138,-93.57819,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,4029958432,4036784171"
"168273296","4036740248","Normal","70300 K ST LOT 26A","COVINGTON","07","Three Rivers Gap",30.453865,-90.074503,"251284-09.18","05.37",2,31-MAR-19,65563,"2001.09.15","2155070536,2155237304,4036740248"
"168137391","4029893795","Lost","135 RUBIN DR","PINEVILLE","14","RAW LAND 69 GAP",31.36931,-92.05355,"251284-09.18","05.37",5,01-MAR-19,65563,"2001.09.15","2155070491,2155074168,2155073702,2155073701,2155073930,2155074016,2155073660,4029893795"
"168096188","4029717612","Normal","880 OPEN BAYOU LOT 9","PINEVILLE","08","EFFIE",31.338115,-92.095777,"251284-09.18","05.37",5,26-FEB-19,65563,"2001.09.15","2155038767,2155074250,2155074337,2155040376,4029717612"
"168274874","4036741387","Normal","70228 5TH ST SHOP","COVINGTON","8","Three Rivers Gap",30.451943,-90.062662,"251284-09.18","05.37",4,14-MAR-19,65563,"2001.09.15","2155070536,2155237304,2155237899,4036747887,4036743602,4036747120,4036747484,4036741412,4036741387"
"168307419","4036777379","Normal","140 ROBERT BIHM LN","OPELOUSAS","07","OPSC",30.54666,-91.999277,"251284-09.18","05.37",6,07-APR-19,65563,"2001.09.15","2155073535,2155074117,4029911650,4030579163,4029981805,4033145744,4036777379"
"168008777","4029511255","Normal","140 MAGNOLIA RIDGE DR","BOYCE","06","ENGLAND AIRPARK",31.28022,-92.64343,"251284-09.18","05.37",3,24-MAR-19,65563,"2001.09.15","2155078105,2155073658,2155073604,4029511255"
"168303112","4036787285","Normal","109 GRAND MAISON BLVD LOT 3","MANDEVILLE","11","DOVE PARK",30.402532,-90.038662,"251284-09.18","05.37",3,20-FEB-19,65563,"2001.09.15","2155077968,2155237893,4036789649,4036787285"
"168279806","4036749309","Normal","23 BEGONIA DR","COVINGTON","04","RAMSAY",30.450368,-90.132923,"251284-09.18","05.37",12,30-MAR-19,65563,"2001.09.15","2155077995,2155082313,4030241187,1343052758,1343074513,1343074526,1343074514,4036749309"
"168001424","4028900685","Normal","19 DILLARD RD","PINEVILLE","08","SHERWOOD",31.407877,-92.434817,"251284-09.18","05.37",5,06-APR-19,65563,"2001.09.15","2155058763,2155059218,2155059235,4042418278,4029584399,4028900685"
"168305635","4036791422","Normal","512 SOMERSET CT","COVINGTON","10","RAMSAY",30.487857,-90.115737,"251284-09.18","05.37",2,13-MAR-19,65563,"2001.09.15","2155077999,4036791422"
"168295182","3489963675","Normal","399 BROOKS RD","DRY PRONG","10","FUTRELL GAP",31.625307,-92.622998,"251581-06.17","06.32",4,07-APR-19,65561,"1F04.06.13","2155070647,2155073666,2155074063,3489963675"
"168306478","4036782996","Normal","466 J J LN","COVINGTON","02","RAMSAY",30.471107,-90.154998,"251284-09.18","05.37",9,08-APR-19,65563,"2001.09.15","2155077999,2155082239,2155082219,2155082307,4036777486,4046706090,4036742134,4036751549,4036782996"
"168195819","4030178582","Normal","159 SAINT MARTIN ST","FLORIEN","13","Raw Land 62 Gap",31.27387,-93.57185,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155227859,4030178582"
"168303381","4036789387","Normal","218 E SAINT MARY DR","COVINGTON","9","RAMSAY",30.483497,-90.117283,"251284-09.18","05.37",2,22-MAR-19,65563,"2001.09.15","2155077988,4030221635,4036789387"
